(simulator.cpp):  --  INFO: Simulator started. Log file opened.
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 227.0280 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:23
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 227.2120 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:24
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 227.3960 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 19:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 227.5800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:26
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 228.0640 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:27
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 228.5480 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 19:28
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 2.445 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:28
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 229.0320 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:29
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 229.2160 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:30
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 229.4000 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:31
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 229.5840 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:32
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 229.7680 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:33
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 229.9520 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:34
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 230.1360 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 19:35
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:35
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 230.3200 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:36
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 230.8040 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:37
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 231.2880 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 19:38
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 2.46 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:38
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 231.7720 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:39
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 231.9560 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:40
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 232.1400 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:41
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 232.3240 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:42
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 232.5080 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:43
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 232.6920 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:44
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 232.8760 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 19:45
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:45
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 233.0600 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:46
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 233.5440 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:47
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 234.0280 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 19:48
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 2.475 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:48
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 234.5120 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:49
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 234.6960 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:50
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 234.8800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:51
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 235.0640 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:52
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 235.2480 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:53
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 235.4320 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:54
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 235.6160 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 19:55
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:55
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 235.8000 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:56
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 236.2840 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:57
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 236.7680 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 19:58
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 2.49 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:58
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 237.2520 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 19:59
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 237.4360 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:00
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 237.6200 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:01
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 237.8040 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:02
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 237.9880 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:03
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 238.1720 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:04
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 238.3560 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 20:05
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:05
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 238.5400 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:06
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 239.0240 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:07
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 239.5080 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 20:08
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 2.505 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:08
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 239.9920 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:09
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 240.1760 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:10
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 240.3600 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:11
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 240.5440 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:12
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 240.7280 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:13
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 240.9120 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:14
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 241.0960 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 20:15
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:15
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 241.2800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:16
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 241.7640 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:17
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 242.2480 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 20:18
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 2.52 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:18
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 242.7320 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:19
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 242.9160 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:20
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 243.1000 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:21
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 243.2840 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:22
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 243.4680 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:23
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 243.6520 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:24
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 243.8360 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 20:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 244.0200 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:26
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 244.5040 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:27
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 244.9880 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 20:28
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 2.535 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:28
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 245.4720 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:29
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 245.6560 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:30
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 245.8400 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:31
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 246.0240 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:32
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 246.2080 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:33
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 246.3920 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:34
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 246.5760 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 20:35
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:35
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 246.7600 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:36
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 247.2440 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:37
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 247.7280 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 20:38
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 2.55 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:38
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 248.2120 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:39
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 248.3960 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:40
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 248.5800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:41
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 248.7640 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:42
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 248.9480 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:43
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 249.1320 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:44
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 249.3160 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 20:45
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:45
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 249.5000 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:46
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 249.9840 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:47
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 250.4680 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 20:48
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 2.565 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:48
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 250.9520 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:49
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 251.1360 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:50
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 251.3200 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:51
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 251.5040 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 20:52
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
